3/1/2018,7.4
2/28/2018,7.41
2/27/2018,7.38
2/26/2018,7.3
2/22/2018,7.21
2/21/2018,7.37
2/20/2018,7.4
2/19/2018,7.4
2/16/2018,7.38
2/15/2018,7.29
2/14/2018,7.08
2/13/2018,7
2/12/2018,7
2/9/2018,7.12
2/8/2018,7.1
2/7/2018,7.22
2/6/2018,7.3
2/5/2018,7.33
2/2/2018,7.34
2/1/2018,7.38
1/31/2018,7.45
1/30/2018,7.37
1/29/2018,7.32
1/26/2018,7.23
1/25/2018,7.01
1/24/2018,7.04
1/23/2018,7.14
1/22/2018,7.29
1/19/2018,7.28
1/18/2018,7.32
1/17/2018,7.37
1/16/2018,7.36
1/15/2018,7.16
1/12/2018,7.12
1/11/2018,7.1
1/10/2018,7.13
1/9/2018,7.54
1/5/2018,6.18
1/4/2018,6.18
1/3/2018,6.18
12/29/2017,7.13
12/28/2017,7.66
12/27/2017,7.77
12/26/2017,7.93
12/25/2017,7.77
12/22/2017,7.71
12/21/2017,7.61
12/20/2017,7.64
12/19/2017,7.74
12/18/2017,7.72
12/15/2017,8.12
12/14/2017,8.02
12/13/2017,8.02
12/12/2017,8.1
12/11/2017,8.1
12/8/2017,8.21
12/7/2017,8.18
12/6/2017,8.12
12/5/2017,8.12
12/4/2017,8.07
12/1/2017,8.27
11/30/2017,8.47
11/29/2017,8.38
11/28/2017,8.15
11/27/2017,8.04
11/24/2017,7.93
11/23/2017,8
11/22/2017,8.13
11/21/2017,8.18
11/20/2017,8.11
11/17/2017,8.14
11/16/2017,8.09
11/15/2017,8.09
11/14/2017,8.13
11/13/2017,8.09
11/10/2017,8.03
11/9/2017,8
11/8/2017,7.86
11/7/2017,7.99
11/3/2017,8.23
11/2/2017,8.31
11/1/2017,8.22
10/31/2017,8.37
10/30/2017,8.15
10/27/2017,8.27
10/26/2017,8.21
10/25/2017,8.1
10/24/2017,8.1
10/23/2017,8.01
10/20/2017,7.79
10/19/2017,7.99
10/18/2017,8.23
10/17/2017,8.33
10/16/2017,8.31
10/13/2017,8.34
10/12/2017,8.23
10/11/2017,8.26
10/10/2017,8.4
10/9/2017,8.3
10/6/2017,8.27
10/5/2017,8.24
10/4/2017,8.33
10/3/2017,8.37
10/2/2017,8.52
9/29/2017,8.64
9/28/2017,8.56
9/27/2017,8.44
9/26/2017,8.41
9/25/2017,8.42
9/22/2017,8.32
9/21/2017,8.32
9/20/2017,8.32
9/19/2017,8.31
9/18/2017,8.38
9/15/2017,8.74
9/14/2017,8.4
9/13/2017,8.45
9/12/2017,8.62
9/11/2017,8.62
9/8/2017,8.6
9/7/2017,8.71
9/6/2017,8.79
9/5/2017,9.1
9/4/2017,8.9
9/1/2017,8.8
8/31/2017,8.93
8/30/2017,8.85
8/29/2017,8.82
8/28/2017,8.76
8/25/2017,8.58
8/24/2017,8.56
8/23/2017,8.73
8/22/2017,8.73
8/21/2017,8.77
8/18/2017,8.87
8/17/2017,8.98
8/16/2017,8.63
8/15/2017,8.49
8/14/2017,8.5
8/11/2017,8.7
8/10/2017,8.83
8/9/2017,8.85
8/8/2017,8.36
8/7/2017,8.44
8/4/2017,8.73
8/3/2017,9.03
8/2/2017,9.12
8/1/2017,9.18
